time,x,y,filename,fringe,rx,ry,angle,cluster,,,Area of ellipse,,,
0.098756401,205,149,06241902_proc_01485.png,5.150405884,74,67,20.2744313,1,,,15576.01638,1485,.png,0.098756401
0.098822904,208,146,06241902_proc_01486.png,6.226144314,77,71,164.5137499,1,,,17175.08704,1486,.png,0.098822904
0.098889406,208,148,06241902_proc_01487.png,7.323806763,83,77,159.9617276,1,,,20077.91865,1487,.png,0.098889406
0.098955909,206,146,06241902_proc_01488.png,10.00795269,74,73,152.2581997,1,,,16970.88351,1488,.png,0.098955909
0.099022411,209,149,06241902_proc_01489.png,10.42699432,79,74,5.237916261,1,,,18365.75065,1489,.png,0.099022411
0.099088914,209,151,06241902_proc_01490.png,9.406569481,85,76,146.1279957,1,,,20294.68854,1490,.png,0.099088914
0.099155417,210,151,06241902_proc_01491.png,10.38030815,81,78,140.6125667,1,,,19848.58239,1491,.png,0.099155417
0.099221919,209,151,06241902_proc_01492.png,8.989943504,81,79,29.13096513,1,,,20103.05139,1492,.png,0.099221919
0.099288422,210,150,06241902_proc_01493.png,7.548678398,81,77,34.80520626,1,,,19594.11338,1493,.png,0.099288422
0.099354925,212,148,06241902_proc_01494.png,7.740943909,78,74,21.64964037,1,,,18133.2728,1494,.png,0.099354925
0.099421427,205,150,06241902_proc_01495.png,6.717251778,77,71,179.4292725,1,,,17175.08704,1495,.png,0.099421427
0.09948793,205,150,06241902_proc_01496.png,3.277884007,82,79,99.64391725,1,,,20351.23721,1496,.png,0.09948793
0.099554432,210,154,06241902_proc_01497.png,2.691872597,65,61,11.86748442,1,,,12456.41487,1497,.png,0.099554432
0.099620935,208,138,06241902_proc_01498.png,4.850381374,72,66,24.27603252,1,,,14928.84829,1498,.png,0.099620935
0.099687438,208,141,06241902_proc_01499.png,5.549133301,75,68,19.37364034,1,,,16022.12253,1499,.png,0.099687438
0.09975394,209,140,06241902_proc_01500.png,7.451518536,86,74,154.0767256,1,,,19993.09565,1500,.png,0.09975394
0.099820443,207,140,06241902_proc_01501.png,6.904831409,78,71,2.351761557,1,,,17398.14012,1501,.png,0.099820443
0.099886946,209,137,06241902_proc_01502.png,7.626195908,88,82,29.4948298,1,,,22669.73259,1502,.png,0.099886946
0.099953448,206,144,06241902_proc_01503.png,8.176675797,82,80,20.19009383,1,,,20608.84781,1503,.png,0.099953448
0.100019951,212,145,06241902_proc_01504.png,7.599657059,84,80,117.4917753,1,,,21111.50263,1504,.png,0.100019951
0.100086453,211,146,06241902_proc_01505.png,9.892139435,87,80,154.6931485,1,,,21865.48487,1505,.png,0.100086453
0.100152956,209,149,06241902_proc_01506.png,7.43635273,83,77,156.7502837,1,,,20077.91865,1506,.png,0.100152956
0.100219459,209,149,06241902_proc_01507.png,6.758422852,83,78,169.9984439,1,,,20338.67084,1507,.png,0.100219459
0.100285961,207,154,06241902_proc_01508.png,6.634536266,80,75,160.8364324,1,,,18849.55592,1508,.png,0.100285961
0.100352464,210,145,06241902_proc_01509.png,3.707052231,83,78,91.67995082,1,,,20338.67084,1509,.png,0.100352464
0.100551972,215,162,06241902_proc_01512.png,3.520663738,71,61,88.90398937,1,,,13606.23778,1512,.png,0.100551972
0.100618474,213,152,06241902_proc_01513.png,6.510606289,75,70,168.0395277,1,,,16493.36143,1513,.png,0.100618474
0.100684977,212,148,06241902_proc_01514.png,5.427145958,81,72,159.5249456,1,,,18321.76836,1514,.png,0.100684977
0.10075148,213,146,06241902_proc_01515.png,7.769385815,84,76,7.046796667,1,,,20055.9275,1515,.png,0.10075148
0.100817982,216,144,06241902_proc_01516.png,4.310136795,87,73,11.53816429,1,,,19952.25494,1516,.png,0.100817982
0.100884485,211,143,06241902_proc_01517.png,6.975139618,89,83,152.4723723,1,,,23206.94493,1517,.png,0.100884485
0.100950988,214,148,06241902_proc_01518.png,6.594342232,81,81,171.9910807,1,,,20611.9894,1518,.png,0.100950988
0.10101749,214,146,06241902_proc_01519.png,6.561800003,84,81,110.8544843,1,,,21375.39642,1519,.png,0.10101749
0.101083993,212,147,06241902_proc_01520.png,7.258505344,82,77,118.1136503,1,,,19836.01601,1520,.png,0.101083993
0.101150495,212,150,06241902_proc_01521.png,6.770352364,84,77,127.6765128,1,,,20319.82128,1521,.png,0.101150495
0.101216998,211,155,06241902_proc_01522.png,6.186069965,80,73,176.0668125,1,,,18346.9011,1522,.png,0.101216998
0.101283501,210,160,06241902_proc_01523.png,5.212171555,77,70,159.7672499,1,,,16933.1844,1523,.png,0.101283501
0.101350003,217,154,06241902_proc_01524.png,3.704054356,67,58,174.9778955,1,,,12208.22905,1524,.png,0.101350003
0.101416506,214,154,06241902_proc_01525.png,2.726719856,58,48,112.4277091,1,,,8746.193948,1525,.png,0.101416506
0.101483009,204,154,06241902_proc_01526.png,3.678727627,65,58,95.58693514,1,,,11843.8043,1526,.png,0.101483009
0.101549511,201,151,06241902_proc_01527.png,5.802680492,73,67,103.2641361,1,,,15365.52967,1527,.png,0.101549511
0.101616014,203,151,06241902_proc_01528.png,7.673433304,84,75,77.76265993,1,,,19792.03372,1528,.png,0.101616014
0.101682516,205,146,06241902_proc_01529.png,8.307108879,80,76,121.041732,1,,,19100.88333,1529,.png,0.101682516
0.101749019,205,145,06241902_proc_01530.png,9.019517899,84,80,74.29191296,1,,,21111.50263,1530,.png,0.101749019
0.101815522,209,146,06241902_proc_01531.png,6.799683571,85,80,74.06683774,1,,,21362.83004,1531,.png,0.101815522
0.101882024,210,145,06241902_proc_01532.png,7.983872414,85,79,101.4323886,1,,,21095.79467,1532,.png,0.101882024
0.101948527,205,140,06241902_proc_01533.png,9.071285248,79,74,137.6776037,1,,,18365.75065,1533,.png,0.101948527
0.10201503,208,139,06241902_proc_01534.png,7.509105682,80,75,16.72728696,1,,,18849.55592,1534,.png,0.10201503
0.102081532,206,148,06241902_proc_01535.png,8.132862091,79,75,83.9714863,1,,,18613.93647,1535,.png,0.102081532
0.102148035,208,148,06241902_proc_01536.png,5.488275051,74,71,85.18697993,1,,,16505.9278,1536,.png,0.102148035
0.102214537,201,155,06241902_proc_01537.png,4.601895332,72,65,26.15789136,1,,,14702.65362,1537,.png,0.102214537
0.10228104,207,154,06241902_proc_01538.png,6.350505829,75,70,75.53866837,1,,,16493.36143,1538,.png,0.10228104
0.102347543,227,152,06241902_proc_01539.png,0.796312809,52,39,62.5690134,1,,,6371.149901,1539,.png,0.102347543
0.102414045,223,167,06241902_proc_01540.png,1.519244194,59,52,59.16404799,1,,,9638.406261,1540,.png,0.102414045
0.102480548,218,161,06241902_proc_01541.png,5.939424992,75,67,27.32511263,1,,,15786.50308,1541,.png,0.102480548
0.102547051,216,155,06241902_proc_01542.png,7.039723396,75,69,150.2201976,1,,,16257.74198,1542,.png,0.102547051
0.102613553,213,151,06241902_proc_01543.png,9.047391891,86,70,157.8325391,1,,,18912.38777,1543,.png,0.102613553
0.102680056,214,149,06241902_proc_01544.png,9.688152313,85,72,161.6180382,1,,,19226.54704,1544,.png,0.102680056
0.102746558,220,146,06241902_proc_01545.png,8.49596405,88,72,165.9256635,1,,,19905.13105,1545,.png,0.102746558
0.102813061,215,145,06241902_proc_01546.png,9.664861679,82,75,130.9323581,1,,,19320.79482,1546,.png,0.102813061
0.102879564,216,145,06241902_proc_01547.png,10.0325489,82,75,156.5670587,1,,,19320.79482,1547,.png,0.102879564
0.102946066,218,144,06241902_proc_01548.png,9.839250565,96,75,151.7554893,1,,,22619.46711,1548,.png,0.102946066
0.103012569,217,147,06241902_proc_01549.png,7.797904968,82,70,171.5171637,1,,,18032.74183,1549,.png,0.103012569
0.103079072,216,150,06241902_proc_01550.png,5.948414803,75,64,166.944096,1,,,15079.64474,1550,.png,0.103079072
0.103145574,216,157,06241902_proc_01551.png,4.487069607,59,57,146.2212073,1,,,10565.17609,1551,.png,0.103145574
0.103212077,214,162,06241902_proc_01552.png,2.730135202,50,51,15.77724692,1,,,8011.061267,1552,.png,0.103212077
0.103345082,205,145,06241902_proc_01554.png,1.996544838,59,49,134.3117103,1,,,9082.344362,1554,.png,0.103345082
0.103411585,203,148,06241902_proc_01555.png,5.07845211,70,64,123.5537799,1,,,14074.33509,1555,.png,0.103411585
0.103478087,203,153,06241902_proc_01556.png,6.77603817,75,70,169.1397482,1,,,16493.36143,1556,.png,0.103478087
0.10354459,202,148,06241902_proc_01557.png,5.372217655,76,71,15.88084552,1,,,16952.03396,1557,.png,0.10354459
0.103611093,202,150,06241902_proc_01558.png,6.298603535,77,72,136.0917601,1,,,17416.98967,1558,.png,0.103611093
0.103677595,205,151,06241902_proc_01559.png,7.90846014,79,70,161.4444183,1,,,17373.00737,1559,.png,0.103677595
0.103744098,205,147,06241902_proc_01560.png,8.110201836,82,77,176.3943483,1,,,19836.01601,1560,.png,0.103744098
0.103810601,205,147,06241902_proc_01561.png,7.295631886,80,73,22.30303334,1,,,18346.9011,1561,.png,0.103810601
0.103877103,206,145,06241902_proc_01562.png,4.470965862,73,66,31.19267822,1,,,15136.1934,1562,.png,0.103877103
0.103943606,203,142,06241902_proc_01563.png,5.401591301,73,65,16.7340164,1,,,14906.85714,1563,.png,0.103943606
0.104010108,202,140,06241902_proc_01564.png,5.126621723,71,65,167.5556848,1,,,14498.4501,1564,.png,0.104010108
0.104076611,200,142,06241902_proc_01565.png,2.619357347,73,61,102.1581782,1,,,13989.51209,1565,.png,0.104076611
0.104143114,202,152,06241902_proc_01566.png,2.393101692,59,53,109.9828907,1,,,9823.760228,1566,.png,0.104143114
0.104342622,223,150,06241902_proc_01569.png,4.079761505,67,63,147.3682692,1,,,13260.66259,1569,.png,0.104342622
0.104409124,217,152,06241902_proc_01570.png,6.869256496,71,69,140.4398756,1,,,15390.66241,1570,.png,0.104409124
0.104475627,216,155,06241902_proc_01571.png,8.073587418,74,72,159.7362306,1,,,16738.40566,1571,.png,0.104475627
0.104542129,220,153,06241902_proc_01572.png,9.772312164,80,74,177.0680013,1,,,18598.22851,1572,.png,0.104542129
0.104608632,217,153,06241902_proc_01573.png,9.855585098,75,71,175.6836462,1,,,16728.98088,1573,.png,0.104608632
0.104675135,213,152,06241902_proc_01574.png,9.126620293,74,70,153.8040201,1,,,16273.44995,1574,.png,0.104675135
0.104741637,216,154,06241902_proc_01575.png,9.19316864,79,74,141.4868855,1,,,18365.75065,1575,.png,0.104741637
0.10480814,216,148,06241902_proc_01576.png,8.157158852,82,75,150.8855059,1,,,19320.79482,1576,.png,0.10480814
0.104874643,213,146,06241902_proc_01577.png,5.676462173,77,74,146.8252487,1,,,17900.79494,1577,.png,0.104874643
0.104941145,214,140,06241902_proc_01578.png,4.35331583,75,69,135.1964077,1,,,16257.74198,1578,.png,0.104941145
0.105007648,222,149,06241902_proc_01579.png,4.538423538,74,72,96.55384404,1,,,16738.40566,1579,.png,0.105007648
0.105273658,202,139,06241902_proc_01583.png,3.353620291,68,57,8.989430533,1,,,12176.81313,1583,.png,0.105273658
0.105340161,199,144,06241902_proc_01584.png,4.990877628,72,65,27.375808,1,,,14702.65362,1584,.png,0.105340161
0.105406664,202,147,06241902_proc_01585.png,6.527993679,74,66,173.4670278,1,,,15343.53852,1585,.png,0.105406664
0.105473166,204,148,06241902_proc_01586.png,7.099913597,69,65,133.4015945,1,,,14090.04305,1586,.png,0.105473166
0.105539669,206,149,06241902_proc_01587.png,8.072673798,72,70,154.9719876,1,,,15833.62697,1587,.png,0.105539669
0.105606171,209,149,06241902_proc_01588.png,7.975479126,76,74,22.75277568,1,,,17668.31708,1588,.png,0.105606171
0.105672674,207,147,06241902_proc_01589.png,7.958480835,76,74,170.8695397,1,,,17668.31708,1589,.png,0.105672674
0.105739177,203,145,06241902_proc_01590.png,8.31641674,85,79,148.7118562,1,,,21095.79467,1590,.png,0.105739177
0.105805679,205,140,06241902_proc_01591.png,4.98884201,76,71,58.84966121,1,,,16952.03396,1591,.png,0.105805679
0.105872182,205,143,06241902_proc_01592.png,4.941412449,74,66,28.67248527,1,,,15343.53852,1592,.png,0.105872182
0.105938685,203,144,06241902_proc_01593.png,3.436856985,70,52,153.880969,1,,,11435.39726,1593,.png,0.105938685
0.106204695,222,150,06241902_proc_01597.png,4.411724091,65,64,173.7629325,1,,,13069.02544,1597,.png,0.106204695
0.106271198,219,150,06241902_proc_01598.png,6.193814754,70,69,174.721845,1,,,15173.89252,1598,.png,0.106271198
0.1063377,222,149,06241902_proc_01599.png,7.210628033,71,69,156.0040291,1,,,15390.66241,1599,.png,0.1063377
0.106404203,218,150,06241902_proc_01600.png,8.5686903,75,71,149.2277677,1,,,16728.98088,1600,.png,0.106404203
0.106470706,218,150,06241902_proc_01601.png,9.070878983,77,71,171.3072336,1,,,17175.08704,1601,.png,0.106470706
0.106537208,221,150,06241902_proc_01602.png,8.413254738,76,67,154.8873291,1,,,15996.98979,1602,.png,0.106537208
0.106603711,218,152,06241902_proc_01603.png,7.619756699,75,67,149.6400653,1,,,15786.50308,1603,.png,0.106603711
0.106670213,217,155,06241902_proc_01604.png,6.87443924,71,66,64.2034162,1,,,14721.50317,1604,.png,0.106670213
0.106736716,216,152,06241902_proc_01605.png,5.207914352,66,64,54.69744578,1,,,13270.08737,1605,.png,0.106736716
0.106803219,224,152,06241902_proc_01606.png,4.171601772,62,59,79.19867988,1,,,11491.94593,1606,.png,0.106803219
0.106869721,224,153,06241902_proc_01607.png,3.864608288,60,58,74.48382762,1,,,10932.74243,1607,.png,0.106869721
0.106936224,226,157,06241902_proc_01608.png,3.377970219,64,59,116.1812874,1,,,11862.65386,1608,.png,0.106936224
0.107002727,219,161,06241902_proc_01609.png,2.554749012,59,51,142.879404,1,,,9453.052295,1609,.png,0.107002727
0.107135732,207,142,06241902_proc_01611.png,1.686244011,52,43,173.0033403,1,,,7024.601173,1611,.png,0.107135732
0.107135732,208,140,06241902_proc_01611.png,1.644221544,51,45,173.2592137,1,,,7209.95514,1611,.png,0.107135732
0.107202234,203,141,06241902_proc_01612.png,4.128941059,62,53,106.8536054,1,,,10323.27346,1612,.png,0.107202234
0.107268737,204,144,06241902_proc_01613.png,5.792228699,71,58,167.6067182,1,,,12937.07855,1613,.png,0.107268737
0.10733524,208,144,06241902_proc_01614.png,6.183711052,75,62,18.46457119,1,,,14608.40584,1614,.png,0.10733524
0.107401742,209,147,06241902_proc_01615.png,7.373563766,75,64,104.2154312,1,,,15079.64474,1615,.png,0.107401742
0.107468245,211,148,06241902_proc_01616.png,8.568211555,74,66,76.26622695,1,,,15343.53852,1616,.png,0.107468245
0.107534748,210,149,06241902_proc_01617.png,7.917970181,72,65,62.7884947,1,,,14702.65362,1617,.png,0.107534748
0.10760125,210,150,06241902_proc_01618.png,7.519924641,71,65,87.77987684,1,,,14498.4501,1618,.png,0.10760125
0.107667753,207,146,06241902_proc_01619.png,5.876785278,68,63,116.2250074,1,,,13458.58293,1619,.png,0.107667753
0.107734256,206,145,06241902_proc_01620.png,5.206283092,71,58,151.1746756,1,,,12937.07855,1620,.png,0.107734256
0.107800758,206,145,06241902_proc_01621.png,3.63993597,67,54,117.0334832,1,,,11366.28222,1621,.png,0.107800758
0.108066769,228,159,06241902_proc_01625.png,2.949414492,51,50,43.001645,1,,,8011.061267,1625,.png,0.108066769
0.108133271,222,149,06241902_proc_01626.png,5.094075203,63,60,103.9658629,1,,,11875.22023,1626,.png,0.108133271
0.108199774,220,147,06241902_proc_01627.png,6.86887455,70,66,127.1772294,1,,,14514.15806,1627,.png,0.108199774
0.108266277,220,147,06241902_proc_01628.png,7.290070534,75,69,138.8926875,1,,,16257.74198,1628,.png,0.108266277
0.108332779,223,150,06241902_proc_01629.png,8.857702255,76,74,162.5637514,1,,,17668.31708,1629,.png,0.108332779
0.108399282,222,150,06241902_proc_01630.png,8.563281059,74,71,28.54184082,1,,,16505.9278,1630,.png,0.108399282
0.108465784,219,150,06241902_proc_01631.png,6.618697166,68,65,10.8499032,1,,,13885.83953,1631,.png,0.108465784
0.108532287,221,154,06241902_proc_01632.png,5.825063229,71,67,165.0082112,1,,,14944.55625,1632,.png,0.108532287
0.10859879,220,154,06241902_proc_01633.png,5.049307346,68,64,161.7062126,1,,,13672.21123,1633,.png,0.10859879
0.108665292,219,154,06241902_proc_01634.png,4.987606049,68,65,151.7308852,1,,,13885.83953,1634,.png,0.108665292
0.108731795,227,151,06241902_proc_01635.png,3.952798843,59,57,151.2927627,1,,,10565.17609,1635,.png,0.108731795
0.108931303,201,148,06241902_proc_01638.png,1.721307755,59,44,131.1128732,1,,,8155.574529,1638,.png,0.108931303
0.108997805,203,142,06241902_proc_01639.png,2.420910358,61,50,130.0221774,1,,,9581.857593,1639,.png,0.108997805
0.108997805,201,142,06241902_proc_01639.png,2.306789398,62,51,125.8796164,1,,,9933.715971,1639,.png,0.108997805
0.109064308,204,140,06241902_proc_01640.png,4.727340698,75,64,111.7786704,1,,,15079.64474,1640,.png,0.109064308
0.109197313,207,143,06241902_proc_01642.png,6.384656906,74,70,60.12544492,1,,,16273.44995,1642,.png,0.109197313
0.109263816,207,143,06241902_proc_01643.png,7.181328773,79,73,85.16842231,1,,,18117.56483,1643,.png,0.109263816
0.109330319,206,145,06241902_proc_01644.png,8.555841446,87,72,102.3079096,1,,,19678.93638,1644,.png,0.109330319
0.109396821,207,145,06241902_proc_01645.png,5.641342163,77,67,91.32437118,1,,,16207.4765,1645,.png,0.109396821
0.109463324,208,148,06241902_proc_01646.png,5.705776215,75,69,86.41657108,1,,,16257.74198,1646,.png,0.109463324
0.109529826,207,150,06241902_proc_01647.png,5.645922661,72,64,63.90346161,1,,,14476.45895,1647,.png,0.109529826
0.109596329,206,147,06241902_proc_01648.png,5.421318531,71,58,112.2727321,1,,,12937.07855,1648,.png,0.109596329
0.109662832,206,147,06241902_proc_01649.png,1.583851576,56,39,139.498013,1,,,6861.238355,1649,.png,0.109662832
0.109729334,212,154,06241902_proc_01650.png,1.512933969,51,39,152.1018584,1,,,6248.627788,1650,.png,0.109729334
0.109928842,226,161,06241902_proc_01653.png,2.708988428,54,48,160.0285371,1,,,8143.008158,1653,.png,0.109928842
0.109995345,224,152,06241902_proc_01654.png,4.097376823,63,56,150.0680825,1,,,11083.53888,1654,.png,0.109995345
0.110061847,221,146,06241902_proc_01655.png,5.73598814,67,61,142.3095067,1,,,12839.68918,1655,.png,0.110061847
0.11012835,219,145,06241902_proc_01656.png,6.948026657,71,65,39.46410219,1,,,14498.4501,1656,.png,0.11012835
0.110194853,224,146,06241902_proc_01657.png,7.420396805,74,68,73.12980408,1,,,15808.49423,1657,.png,0.110194853
0.110261355,222,149,06241902_proc_01658.png,7.049100876,77,67,68.88109174,1,,,16207.4765,1658,.png,0.110261355
0.110327858,221,151,06241902_proc_01659.png,8.512776375,77,69,79.85349012,1,,,16691.28177,1659,.png,0.110327858
0.110394361,220,151,06241902_proc_01660.png,7.863376141,76,66,136.1484336,1,,,15758.22875,1660,.png,0.110394361
0.110460863,221,153,06241902_proc_01661.png,6.25902319,66,61,133.5698937,1,,,12648.05202,1661,.png,0.110460863
0.110527366,223,159,06241902_proc_01662.png,4.348795891,61,56,114.9293137,1,,,10731.6805,1662,.png,0.110527366
0.110593868,224,164,06241902_proc_01663.png,2.614812851,51,47,109.4151312,1,,,7530.397591,1663,.png,0.110593868
0.110793376,211,159,06241902_proc_01666.png,2.335686445,46,41,142.9798283,1,,,5925.043745,1666,.png,0.110793376
0.110859879,210,150,06241902_proc_01667.png,2.596963167,51,43,158.1860594,1,,,6889.512689,1667,.png,0.110859879
0.110926382,210,149,06241902_proc_01668.png,4.250281811,58,50,128.0714788,1,,,9110.618695,1668,.png,0.110926382
0.110992884,209,144,06241902_proc_01669.png,5.404602051,60,54,174.3611222,1,,,10178.7602,1669,.png,0.110992884
0.111059387,206,143,06241902_proc_01670.png,7.217543602,67,58,4.157693242,1,,,12208.22905,1670,.png,0.111059387
0.111125889,209,139,06241902_proc_01671.png,6.913093567,71,60,178.6245485,1,,,13383.1847,1671,.png,0.111125889
0.111192392,208,142,06241902_proc_01672.png,6.697439194,67,60,11.68979876,1,,,12629.20247,1672,.png,0.111192392
0.111258895,209,145,06241902_proc_01673.png,4.578292847,67,62,33.13294031,1,,,13050.17588,1673,.png,0.111258895
0.111325397,207,145,06241902_proc_01674.png,5.439299583,70,65,55.61942911,1,,,14294.24657,1674,.png,0.111325397
0.1113919,207,145,06241902_proc_01675.png,4.731692314,66,60,104.6723503,1,,,12440.70691,1675,.png,0.1113919
0.111458403,210,148,06241902_proc_01676.png,3.301093578,62,56,131.2111904,1,,,10907.60969,1676,.png,0.111458403
0.111524905,204,149,06241902_proc_01677.png,1.601178646,54,42,155.6593044,1,,,7125.132138,1677,.png,0.111524905
0.111591408,207,156,06241902_proc_01678.png,1.38066864,51,35,165.6212821,1,,,5607.742887,1678,.png,0.111591408
0.111790916,232,162,06241902_proc_01681.png,1.824280024,52,48,3.080301123,1,,,7841.415263,1681,.png,0.111790916
0.111857418,225,163,06241902_proc_01682.png,3.699831009,55,52,161.6451404,1,,,8984.954989,1682,.png,0.111857418
0.111923921,223,158,06241902_proc_01683.png,4.857423306,61,56,166.2120192,1,,,10731.6805,1683,.png,0.111923921
0.111990424,223,152,06241902_proc_01684.png,6.175581455,67,62,125.8716627,1,,,13050.17588,1684,.png,0.111990424
0.112056926,224,148,06241902_proc_01685.png,7.197414398,69,67,144.852953,1,,,14523.58284,1685,.png,0.112056926
0.112123429,222,144,06241902_proc_01686.png,7.732830048,72,68,140.7332493,1,,,15381.23763,1686,.png,0.112123429
0.112189932,220,144,06241902_proc_01687.png,6.86977911,71,66,144.8803592,1,,,14721.50317,1687,.png,0.112189932
0.112256434,219,146,06241902_proc_01688.png,5.217452049,65,64,119.3081821,1,,,13069.02544,1688,.png,0.112256434
0.112322937,220,148,06241902_proc_01689.png,5.693759441,68,65,56.38566705,1,,,13885.83953,1689,.png,0.112322937
0.112389439,216,159,06241902_proc_01690.png,3.913234949,62,56,39.92122285,1,,,10907.60969,1690,.png,0.112389439
0.112455942,217,165,06241902_proc_01691.png,3.903130531,57,53,17.26568345,1,,,9490.751406,1691,.png,0.112455942
0.112522445,231,170,06241902_proc_01692.png,2.388440609,54,49,147.4969636,1,,,8312.654161,1692,.png,0.112522445
0.112721953,205,152,06241902_proc_01695.png,2.059997082,57,48,132.3843266,1,,,8595.3975,1695,.png,0.112721953
0.112788455,198,148,06241902_proc_01696.png,2.80733943,71,54,126.0025974,1,,,12044.86623,1696,.png,0.112788455
0.112854958,203,149,06241902_proc_01697.png,3.310768604,77,62,138.8526011,1,,,14997.96333,1697,.png,0.112854958
0.11292146,205,147,06241902_proc_01698.png,5.074766636,75,66,103.9914966,1,,,15550.88364,1698,.png,0.11292146
0.112987963,207,144,06241902_proc_01699.png,5.937753201,80,69,104.6112543,1,,,17341.59145,1699,.png,0.112987963
0.113054466,209,140,06241902_proc_01700.png,5.568230629,70,67,109.3638228,1,,,14734.06955,1700,.png,0.113054466
0.113120968,209,140,06241902_proc_01701.png,5.943882465,75,69,75.38235266,1,,,16257.74198,1701,.png,0.113120968
0.113187471,207,139,06241902_proc_01702.png,4.774636745,70,65,99.10423668,1,,,14294.24657,1702,.png,0.113187471
0.113253974,204,137,06241902_proc_01703.png,5.143620014,72,68,109.8950203,1,,,15381.23763,1703,.png,0.113253974
0.113320476,203,135,06241902_proc_01704.png,4.140882015,75,70,121.4464138,1,,,16493.36143,1704,.png,0.113320476
0.113386979,202,134,06241902_proc_01705.png,3.759043455,78,72,104.9305793,1,,,17643.18434,1705,.png,0.113386979
0.113453481,205,150,06241902_proc_01706.png,2.169729471,65,55,105.3171475,1,,,11231.19374,1706,.png,0.113453481
0.113519984,207,164,06241902_proc_01707.png,2.504648924,50,43,146.3962718,1,,,6754.424205,1707,.png,0.113519984
0.113586487,233,145,06241902_proc_01708.png,1.909788609,59,48,137.6246185,1,,,8896.990395,1708,.png,0.113586487
0.113652989,229,142,06241902_proc_01709.png,2.159643412,62,51,37.35403819,1,,,9933.715971,1709,.png,0.113652989
0.113719492,221,157,06241902_proc_01710.png,3.888924122,62,57,178.5437768,1,,,11102.38844,1710,.png,0.113719492
0.113785995,218,155,06241902_proc_01711.png,6.819836617,70,65,123.5147385,1,,,14294.24657,1711,.png,0.113785995
0.113852497,219,155,06241902_proc_01712.png,7.808553696,71,67,133.5159148,1,,,14944.55625,1712,.png,0.113852497
0.113919,223,154,06241902_proc_01713.png,7.616842747,70,66,127.2447083,1,,,14514.15806,1713,.png,0.113919
0.113985502,220,152,06241902_proc_01714.png,7.552271843,74,68,139.3661494,1,,,15808.49423,1714,.png,0.113985502
0.114052005,219,153,06241902_proc_01715.png,7.402056217,73,68,121.6238758,1,,,15594.86593,1715,.png,0.114052005
0.114118508,221,148,06241902_proc_01716.png,7.708211422,74,69,33.75535495,1,,,16040.97209,1716,.png,0.114118508
0.11418501,220,147,06241902_proc_01717.png,6.906956196,72,65,116.9210378,1,,,14702.65362,1717,.png,0.11418501
0.114251513,217,145,06241902_proc_01718.png,5.000179768,69,63,115.610147,1,,,13656.50327,1718,.png,0.114251513
0.114318016,222,147,06241902_proc_01719.png,2.749033451,61,57,106.3440255,1,,,10923.31766,1719,.png,0.114318016
0.114384518,224,150,06241902_proc_01720.png,1.230483294,52,46,15.26849857,1,,,7514.689627,1720,.png,0.114384518
0.114584026,216,138,06241902_proc_01723.png,2.115795374,59,39,142.60913,1,,,7228.804696,1723,.png,0.114584026
0.114650529,208,135,06241902_proc_01724.png,3.277486563,76,53,110.096265,1,,,12654.33521,1724,.png,0.114650529
0.114717031,208,143,06241902_proc_01725.png,4.067526817,72,60,152.2114078,1,,,13571.68026,1725,.png,0.114717031
0.114783534,208,149,06241902_proc_01726.png,4.507610798,65,61,127.3343784,1,,,12456.41487,1726,.png,0.114783534
0.114850037,204,150,06241902_proc_01727.png,4.975475788,67,63,170.6805791,1,,,13260.66259,1727,.png,0.114850037
0.114916539,203,151,06241902_proc_01728.png,6.637899399,73,65,21.11511659,1,,,14906.85714,1728,.png,0.114916539
0.114983042,205,151,06241902_proc_01729.png,6.831684113,70,66,30.28101531,1,,,14514.15806,1729,.png,0.114983042
0.115049544,210,151,06241902_proc_01730.png,6.030626774,73,68,36.10473171,1,,,15594.86593,1730,.png,0.115049544
0.115116047,211,144,06241902_proc_01731.png,4.443170071,74,63,140.7136398,1,,,14646.10495,1731,.png,0.115116047
0.11518255,213,142,06241902_proc_01732.png,3.143373728,77,56,92.79275939,1,,,13546.54752,1732,.png,0.11518255
0.115249052,212,136,06241902_proc_01733.png,3.257554054,64,54,111.0583655,1,,,10857.34421,1733,.png,0.115249052
0.115315555,208,129,06241902_proc_01734.png,2.733556747,59,52,103.5354858,1,,,9638.406261,1734,.png,0.115315555
0.115581565,219,140,06241902_proc_01738.png,5.54688406,69,60,118.3047864,1,,,13006.19359,1738,.png,0.115581565
0.115648068,219,147,06241902_proc_01739.png,5.322117805,68,65,141.200523,1,,,13885.83953,1739,.png,0.115648068
0.115714571,217,151,06241902_proc_01740.png,6.318984985,73,65,166.9325794,1,,,14906.85714,1740,.png,0.115714571
0.115781073,217,151,06241902_proc_01741.png,6.669516087,77,69,114.8484989,1,,,16691.28177,1741,.png,0.115781073
0.115847576,216,154,06241902_proc_01742.png,7.735977173,82,72,163.3182294,1,,,18547.96303,1742,.png,0.115847576
0.115914079,218,155,06241902_proc_01743.png,7.666818142,82,72,15.91276299,1,,,18547.96303,1743,.png,0.115914079
0.115980581,215,152,06241902_proc_01744.png,6.351426601,82,76,16.49716081,1,,,19578.40542,1744,.png,0.115980581
0.116047084,213,153,06241902_proc_01745.png,6.32697773,79,72,168.5401848,1,,,17869.37901,1745,.png,0.116047084
