,x,y,filename,fringe,rx,ry,angle,cluster,,,Ares of ellipse,,
0.11950522,203,301,06241902_proc_01797.png,2.282471657,53,49,158.7339379,6,,,8158.716121,1797,.png
0.119571723,206,297,06241902_proc_01798.png,1.702785015,49,47,132.4946,6,,,7235.087881,1798,.png
0.120037241,221,287,06241902_proc_01805.png,1.028505325,40,34,41.56342914,6,,,4272.566009,1805,.png
0.120103744,219,279,06241902_proc_01806.png,0.939641953,49,37,57.78302472,6,,,5695.707481,1806,.png
0.120170247,218,279,06241902_proc_01807.png,1.012695313,50,39,78.71041015,6,,,6126.105675,1807,.png
0.120236749,207,281,06241902_proc_01808.png,1.087396383,49,39,86.36168368,6,,,6003.583561,1808,.png
0.120702268,199,304,06241902_proc_01815.png,1.446748972,50,43,131.7130214,6,,,6754.424205,1815,.png
0.121899315,207,311,06241902_proc_01833.png,1.783299685,55,42,164.2176748,6,,,7257.07903,1833,.png
0.121965818,207,310,06241902_proc_01834.png,1.350795984,52,40,151.5264098,6,,,6534.512719,1834,.png
0.12203232,207,310,06241902_proc_01835.png,1.353746414,56,44,157.5330968,6,,,7740.884298,1835,.png
0.122364833,204,281,06241902_proc_01840.png,1.35376358,47,40,172.7480014,6,,,5906.194189,1840,.png
0.122431336,200,281,06241902_proc_01841.png,1.179529428,44,40,169.969349,6,,,5529.20307,1841,.png
0.122830352,219,296,06241902_proc_01847.png,0.589069843,37,30,7.681741297,6,,,3487.167845,1847,.png
0.123229368,199,299,06241902_proc_01853.png,1.577365637,54,47,148.4204769,6,,,7973.362155,1853,.png
0.12329587,197,301,06241902_proc_01854.png,1.655903101,52,51,142.1567324,6,,,8331.503717,1854,.png
0.123362373,193,300,06241902_proc_01855.png,1.379025936,54,52,149.1644143,6,,,8821.592171,1855,.png
0.123428875,200,299,06241902_proc_01856.png,1.073337078,54,48,19.75067019,6,,,8143.008158,1856,.png
0.123827891,230,290,06241902_proc_01862.png,0.683038712,49,42,20.03424769,6,,,6465.397681,1862,.png
0.12455942,193,302,06241902_proc_01873.png,1.639455557,66,57,59.28279083,6,,,11818.67156,1873,.png
0.124625923,196,309,06241902_proc_01874.png,1.520004511,53,46,18.84928671,6,,,7659.202889,1874,.png
0.126288488,208,295,06241902_proc_01899.png,0.470134258,42,44,146.6110198,6,,,5805.663224,1899,.png
0.126421494,225,294,06241902_proc_01901.png,0.688865662,43,42,169.2003943,6,,,5673.716332,1901,.png
0.126487996,238,295,06241902_proc_01902.png,1.074480534,49,46,165.9259743,6,,,7081.149841,1902,.png
0.126953515,206,288,06241902_proc_01909.png,1.080277443,54,52,171.5476042,6,,,8821.592171,1909,.png
0.127020017,201,283,06241902_proc_01910.png,1.329424858,56,50,174.4528452,6,,,8796.45943,1910,.png
0.129547117,210,289,06241902_proc_01948.png,0.773252487,50,40,38.96336054,6,,,6283.185307,1948,.png
